"identificativo_rete";"H_data";"H_norm"
500;1,73608471250003;0,767547545290724
501;1;1
502;1;1
503;0;0
504;0,511859507142915;0,405639062229567
505;0;0
506;0;0
507;0,579380164285695;0,579380164285695
508;0;0
509;1,26185950714291;0,999999999999996
510;0,946394630357186;0,75
511;1,28593558568016;0,550788510796175
512;1;1
513;1;1
516;1;1
517;0,579380164285695;0,579380164285695
518;1,77124374916142;0,999999999999999
519;0,789690082142847;0,484196257020611
520;1;1
521;1,26185950714291;0,999999999999996
522;1,5435313728608;0,736451625318508
524;0,946394630357186;0,75
525;0,630929753571457;0,999999999999999
526;0;0
528;1;1
529;0;0
530;1,59097810528386;0,898226517969135
531;1,59097810528386;0,898226517969135
534;1,46497352071793;1
535;1;1
536;0,946394630357186;0,75
537;0,366244322314365;0,103936869208226
538;0,630929753571457;0,999999999999999
539;0,630929753571457;0,999999999999999
540;0;0
541;0;0
543;0,630929753571457;0,999999999999999
544;0;0
545;1,21260161928934;0,82772937677064
546;0,511859507142915;0,226300309778955
547;0,373303960385887;0,210758096147198
549;1;1
550;0,630929753571457;0,999999999999999
551;1,6457541375001;0,652114648336087
552;0;0
553;0,946394630357186;0,75
554;1,34123967142861;0,59298098188371
555;1,26185950714291;0,999999999999996
556;1,26185950714291;0,999999999999996
557;1;1
558;1,21260161928934;0,82772937677064
559;1;1
560;1,38625344285713;0,693126721428565
561;0,630929753571457;0,5
562;0,579380164285695;0,579380164285695
563;1;1
565;0,630929753571457;0,999999999999999
567;1,26185950714291;0,999999999999996
568;0;0
569;0,946394630357186;0,75
570;1,14031399558996;0,474700929925611
571;1,26185950714291;0,999999999999996
572;0,630929753571457;0,999999999999999
574;0,630929753571457;0,999999999999999
575;0;0
576;1,29896694047616;0,64948347023808
577;1,36325291728017;0,528617589151425
578;0;0
579;1,63092975357146;1
580;0,455485915003595;0,310917507082571
581;1;1
582;1,21030991785715;0,742098128510304
584;1,26185950714291;0,999999999999996
585;0;0
586;1;1
588;0,946394630357186;0,75
589;1;1
592;0;0
593;0,630929753571457;0,999999999999999
594;0,864973520717927;0,590436283308409
596;1;1
599;1,84938693980244;0,792124496594369
600;1;1
601;1;1
602;2,5097861134782;0,802938887656432
603;0,630929753571457;0,5
604;0,630929753571457;0,999999999999999
605;1,46497352071793;1
606;0,579380164285695;0,579380164285695
607;1;1
608;1;1
609;1,77124374916142;0,999999999999999
611;0,946394630357186;0,75
613;0,946394630357186;0,75
614;1,37136194786073;0,556339423662985
615;0,72483409150576;0,40922323189506
616;1,26185950714291;0,999999999999996
621;1;1
622;0,630929753571457;0,999999999999999
623;0;0
625;0,630929753571457;0,999999999999999
626;0; 
628;0,630929753571457;0,999999999999999
629;0,511859507142915;0,405639062229567
630;1,13092975357146;0,693426403617272
631;0,511859507142915;0,405639062229567
637;1,21030991785715;0,742098128510304
638;0,579380164285695;0,579380164285695
640;1,16497352071793;0,555833627920121
641;1,26185950714291;0,999999999999996
642;0,576785152973185;0,219232441379404
643;0;0
644;1;1
647;0,511859507142915;0,405639062229567
648;1;1
649;0,630929753571457;0,999999999999999
651;1,21260161928934;0,82772937677064
652;0;0
653;1,02577479464288;0,453509509058145
654;1;1
655;1;1
656;0,579380164285695;0,579380164285695
657;0,946394630357186;0,75
658;0,579380164285695;0,579380164285695
661;1,21260161928934;0,82772937677064
662;0,864973520717927;0,590436283308409
663;0,579380164285695;0,579380164285695
664;0,946394630357186;0,75
665;0,511859507142915;0,405639062229567
666;1;1
667;0,511859507142915;0,405639062229567
668;0,946394630357186;0,75
669;1;1
670;1,26185950714291;0,999999999999996
671;0,630929753571457;0,5
672;0,946394630357186;0,75
673;1,26185950714291;0,999999999999996
674;0,630929753571457;0,999999999999999
676;0,864973520717927;0,590436283308409
677;0,579380164285695;0,579380164285695
678;0,946394630357186;0,75
679;0;0
680;1,21260161928934;0,82772937677064
681;1;1
682;0,630929753571457;0,999999999999999
683;1,46497352071793;1
685;1;1
686;1;1
687;0,946394630357186;0,75
688;0,977180810265668;0,5162649802318
689;0,579380164285695;0,579380164285695
690;0,630929753571457;0,999999999999999
691;0,579380164285695;0,579380164285695
692;1,13092975357146;0,693426403617272
694;0,946394630357186;0,75
695;1;1
696;0,579380164285695;0,579380164285695
697;0,511859507142915;0,405639062229567
698;0,946394630357186;0,75
700;1,21260161928934;0,82772937677064
701;1;1
702;1;1
703;0,630929753571457;0,999999999999999
704;1;1
705;0,946394630357186;0,75
706;1;1
707;1;1
708;1;1
709;0,946394630357186;0,75
710;1;1
711;1,26185950714291;0,999999999999996
713;0,579380164285695;0,579380164285695
715;1;1
717;1;1
722;0,630929753571457;0,999999999999999
723;1;1
724;1;1
726;0,342950980198128;0,181188147733199
728;0,946394630357186;0,75
729;0,630929753571457;0,999999999999999
730;1;1
731;0,579380164285695;0,579380164285695
732;1,26185950714291;0,999999999999996
733;0,946394630357186;0,75
734;0,579380164285695;0,579380164285695
735;1,46497352071793;1
736;0,579380164285695;0,579380164285695
737;0,579380164285695;0,579380164285695
738;0,579380164285695;0,579380164285695
739;0,622365972874449;0,311182986437224
740;1,26185950714291;0,999999999999996
741;1,05018117365119;0,592906071876549
742;0;0
743;1;1
744;0;0
745;0,455485915003595;0,310917507082571
746;0;0
747;1;1
748;1,21260161928934;0,82772937677064
749;0,946394630357186;0,75
750;0,579380164285695;0,579380164285695
753;0,579380164285695;0,579380164285695
756;0;0
757;0,946394630357186;0,75
758;0;0
759;1,34267232058999;0,758039271119892
760;1;1
761;1;1
762;1,26185950714291;0,999999999999996
764;1;1
765;0;0
766;0,455485915003595;0,310917507082571
767;1,68050206461815;0,769933633159496
769;1;1
770;0,579380164285695;0,579380164285695
771;1;1
772;1,34267232058999;0,758039271119892
773;1,04591920991861;0,522959604959305
774;1,4206198357143;0,87104906425515
775;1,26185950714291;0,999999999999996
776;0,630929753571457;0,999999999999999
777;1,26185950714291;0,999999999999996
778;0,946394630357186;0,75
779;0,612601619289344;0,418165660079052
780;0,946394630357186;0,75
781;1,41959194553578;0,750000000000001
782;0,946394630357186;0,75
783;1,26185950714291;0,999999999999996
785;1,21260161928934;0,82772937677064
786;0,455485915003595;0,310917507082571
787;1;1
788;1,21260161928934;0,82772937677064
789;1,73608471250003;0,767547545290724
790;0;0
791;0,579380164285695;0,579380164285695
792;1;1
793;0,579380164285695;0,579380164285695
794;0,946394630357186;0,75
796;0,579380164285695;0,579380164285695
799;1;1
801;1;1
802;0;0
