"id_net";"sector"
"2289";"AGRICOLTURA/PESCA"
"2290";"COMMERCIO"
"2292";"COMMERCIO"
"2293";"INDUSTRIA/ARTIGIANATO"
"2296";"SERVIZI"
"2297";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO-SERVIZI"
"2298";"INDUSTRIA/ARTIGIANATO"
"2299";"SERVIZI"
"2301";"INDUSTRIA/ARTIGIANATO"
"2303";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2309";"SERVIZI"
"2310";"INDUSTRIA/ARTIGIANATO"
"2311";"AGRICOLTURA/PESCA"
"2313";"INDUSTRIA/ARTIGIANATO"
"2314";"AGRICOLTURA/PESCA"
"2315";"COMMERCIO-SERVIZI"
"2316";"SERVIZI"
"2317";"SERVIZI"
"2318";"SERVIZI"
"2319";"AGRICOLTURA/PESCA-COMMERCIO"
"2320";"AGRICOLTURA/PESCA"
"2322";"SERVIZI"
"2323";"COMMERCIO"
"2324";"INDUSTRIA/ARTIGIANATO"
"2327";"INDUSTRIA/ARTIGIANATO"
"2328";"SERVIZI"
"2329";"AGRICOLTURA/PESCA"
"2330";"AGRICOLTURA/PESCA"
"2331";"INDUSTRIA/ARTIGIANATO"
"2332";"INDUSTRIA/ARTIGIANATO"
"2335";"INDUSTRIA/ARTIGIANATO"
"2336";"COMMERCIO"
"2340";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2341";"AGRICOLTURA/PESCA"
"2342";"INDUSTRIA/ARTIGIANATO"
"2343";"INDUSTRIA/ARTIGIANATO"
"2344";"COMMERCIO"
"2345";"SERVIZI"
"2346";"INDUSTRIA/ARTIGIANATO"
"2347";"INDUSTRIA/ARTIGIANATO"
"2348";"AGRICOLTURA/PESCA"
"2349";"SERVIZI"
"2353";"SERVIZI"
"2355";"TURISMO"
"2356";"SERVIZI"
"2357";"INDUSTRIA/ARTIGIANATO"
"2358";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2359";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"2360";"INDUSTRIA/ARTIGIANATO"
"2363";"SERVIZI"
"2364";"TURISMO"
"2365";"SERVIZI"
"2367";"SERVIZI"
"2368";"SERVIZI"
"2369";"SERVIZI"
"2370";"INDUSTRIA/ARTIGIANATO"
"2371";"AGRICOLTURA/PESCA"
"2372";"AGRICOLTURA/PESCA"
"2373";"COMMERCIO"
"2374";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2376";"INDUSTRIA/ARTIGIANATO"
"2378";"COMMERCIO"
"2381";"SERVIZI"
"2382";"SERVIZI"
"2384";"COMMERCIO"
"2385";"SERVIZI"
"2387";"AGRICOLTURA/PESCA"
"2388";"COMMERCIO-SERVIZI"
"2389";"AGRICOLTURA/PESCA"
"2390";"COMMERCIO"
"2391";"TURISMO"
"2392";"AGRICOLTURA/PESCA"
"2393";"AGRICOLTURA/PESCA"
"2396";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2397";"SERVIZI"
"2400";"INDUSTRIA/ARTIGIANATO"
"2402";"AGRICOLTURA/PESCA"
"2404";"AGRICOLTURA/PESCA"
"2405";"COMMERCIO"
"2406";"SERVIZI"
"2407";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2409";"SERVIZI"
"2410";"SERVIZI"
"2411";"AGRICOLTURA/PESCA"
"2415";"INDUSTRIA/ARTIGIANATO"
"2417";"AGRICOLTURA/PESCA"
"2420";"SERVIZI"
"2421";"INDUSTRIA/ARTIGIANATO"
"2422";"SERVIZI"
"2423";"INDUSTRIA/ARTIGIANATO"
"2424";"INDUSTRIA/ARTIGIANATO"
"2427";"INDUSTRIA/ARTIGIANATO"
"2429";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2430";"ALTRO SETTORE-SERVIZI-TURISMO"
"2431";"COMMERCIO"
"2434";"SERVIZI"
"2435";"AGRICOLTURA/PESCA"
"2436";"SERVIZI"
"2437";"INDUSTRIA/ARTIGIANATO"
"2439";"AGRICOLTURA/PESCA"
"2440";"SERVIZI"
"2441";"AGRICOLTURA/PESCA-SERVIZI"
"2442";"AGRICOLTURA/PESCA"
"2443";"AGRICOLTURA/PESCA"
"2444";"COMMERCIO"
"2446";"SERVIZI"
"2449";"SERVIZI"
"2450";"AGRICOLTURA/PESCA"
"2451";"SERVIZI"
"2453";"SERVIZI"
"2454";"SERVIZI"
"2455";"AGRICOLTURA/PESCA"
"2457";"SERVIZI"
"2458";"SERVIZI-TURISMO"
"2459";"SERVIZI"
"2460";"COMMERCIO-TURISMO"
"2463";"SERVIZI"
"2464";"AGRICOLTURA/PESCA"
"2465";"INDUSTRIA/ARTIGIANATO"
"2474";"SERVIZI"
"2476";"SERVIZI"
"2477";"SERVIZI"
"2479";"SERVIZI"
"2481";"AGRICOLTURA/PESCA"
"2483";"AGRICOLTURA/PESCA-SERVIZI"
"2484";"INDUSTRIA/ARTIGIANATO"
"2487";"INDUSTRIA/ARTIGIANATO"
"2488";"SERVIZI"
"2490";"INDUSTRIA/ARTIGIANATO"
"2492";"AGRICOLTURA/PESCA"
"2494";"AGRICOLTURA/PESCA"
"2495";"AGRICOLTURA/PESCA"
"2496";"SERVIZI"
"2497";"SERVIZI"
"2498";"COMMERCIO"
"2502";"SERVIZI"
"2503";"INDUSTRIA/ARTIGIANATO"
"2504";"SERVIZI"
"2507";"AGRICOLTURA/PESCA"
"2512";"SERVIZI"
"2513";"INDUSTRIA/ARTIGIANATO"
"2514";"AGRICOLTURA/PESCA"
"2515";"SERVIZI"
"2516";"COMMERCIO"
"2518";"COMMERCIO"
"2519";"AGRICOLTURA/PESCA"
"2520";"SERVIZI"
"2521";"SERVIZI"
"2523";"SERVIZI"
"2524";"INDUSTRIA/ARTIGIANATO"
"2527";"SERVIZI"
"2529";"AGRICOLTURA/PESCA"
"2530";"AGRICOLTURA/PESCA"
"2532";"AGRICOLTURA/PESCA-SERVIZI"
"2533";"INDUSTRIA/ARTIGIANATO"
"2534";"AGRICOLTURA/PESCA"
"2536";"INDUSTRIA/ARTIGIANATO"
"2538";"INDUSTRIA/ARTIGIANATO"
"2539";"COMMERCIO"
"2540";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2543";"SERVIZI"
"2544";"AGRICOLTURA/PESCA"
"2547";"AGRICOLTURA/PESCA"
"2549";"COMMERCIO-SERVIZI"
"2551";"INDUSTRIA/ARTIGIANATO"
"2552";"INDUSTRIA/ARTIGIANATO"
"2553";"AGRICOLTURA/PESCA"
"2554";"AGRICOLTURA/PESCA"
"2555";"INDUSTRIA/ARTIGIANATO"
"2556";"INDUSTRIA/ARTIGIANATO"
"2559";"AGRICOLTURA/PESCA"
"2561";"SERVIZI"
"2562";"COMMERCIO-INDUSTRIA/ARTIGIANATO-SERVIZI"
"2563";"INDUSTRIA/ARTIGIANATO"
"2564";"AGRICOLTURA/PESCA-TURISMO"
"2565";"SERVIZI"
"2566";"AGRICOLTURA/PESCA"
"2567";"AGRICOLTURA/PESCA"
"2568";"INDUSTRIA/ARTIGIANATO"
"2570";"INDUSTRIA/ARTIGIANATO"
"2571";"AGRICOLTURA/PESCA"
"2572";"COMMERCIO"
"2573";"SERVIZI"
"2574";"SERVIZI"
"2575";"SERVIZI"
"2576";"AGRICOLTURA/PESCA"
"2577";"AGRICOLTURA/PESCA"
"2579";"INDUSTRIA/ARTIGIANATO"
"2580";"COMMERCIO"
"2582";"AGRICOLTURA/PESCA"
"2585";"SERVIZI"
"2586";"SERVIZI"
"2587";"INDUSTRIA/ARTIGIANATO"
"2588";"AGRICOLTURA/PESCA"
"2589";"INDUSTRIA/ARTIGIANATO"
"2590";"SERVIZI"
"2591";"COMMERCIO-SERVIZI"
"2592";"SERVIZI"
"2593";"INDUSTRIA/ARTIGIANATO"
"2596";"INDUSTRIA/ARTIGIANATO"
"2597";"SERVIZI"
"2598";"SERVIZI"
"2599";"COMMERCIO"
"2600";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO-SERVIZI"
"2604";"SERVIZI"
"2605";"SERVIZI"
"2606";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2607";"SERVIZI"
"2608";"INDUSTRIA/ARTIGIANATO"
"2609";"COMMERCIO-SERVIZI"
"2611";"COMMERCIO-SERVIZI"
"2612";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2613";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"2614";"INDUSTRIA/ARTIGIANATO"
"2615";"ALTRO SETTORE-INDUSTRIA/ARTIGIANATO"
"2617";"AGRICOLTURA/PESCA"
"2618";"AGRICOLTURA/PESCA"
"2619";"TURISMO"
"2622";"INDUSTRIA/ARTIGIANATO"
"2623";"SERVIZI"
"2624";"AGRICOLTURA/PESCA"
"2625";"SERVIZI"
"2626";"AGRICOLTURA/PESCA"
"2627";"AGRICOLTURA/PESCA"
"2628";"SERVIZI"
"2630";"INDUSTRIA/ARTIGIANATO"
"2631";"SERVIZI"
"2632";"INDUSTRIA/ARTIGIANATO"
"2633";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"2634";"AGRICOLTURA/PESCA"
"2635";"INDUSTRIA/ARTIGIANATO"
"2636";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO-SERVIZI"
"2637";"SERVIZI"
"2638";"SERVIZI"
"2639";"AGRICOLTURA/PESCA"
"2641";"COMMERCIO"
"2646";"SERVIZI"
"2647";"INDUSTRIA/ARTIGIANATO"
"2649";"SERVIZI"
"2650";"AGRICOLTURA/PESCA"
"2651";"AGRICOLTURA/PESCA"
"2652";"ALTRO SETTORE-SERVIZI"
"2653";"INDUSTRIA/ARTIGIANATO"
"2654";"AGRICOLTURA/PESCA"
"2656";"INDUSTRIA/ARTIGIANATO"
"2657";"INDUSTRIA/ARTIGIANATO"
"2658";"SERVIZI"
"2659";"AGRICOLTURA/PESCA"
"2661";"SERVIZI"
"2664";"COMMERCIO"
"2665";"AGRICOLTURA/PESCA"
"2666";"INDUSTRIA/ARTIGIANATO"
"2667";"AGRICOLTURA/PESCA"
"2668";"AGRICOLTURA/PESCA"
"2669";"INDUSTRIA/ARTIGIANATO"
"2670";"SERVIZI"
"2671";"SERVIZI"
"2674";"COMMERCIO-SERVIZI"
"2675";"SERVIZI"
"2676";"TURISMO"
"2678";"SERVIZI"
"2680";"COMMERCIO-SERVIZI"
"2681";"AGRICOLTURA/PESCA"
"2685";"SERVIZI"
"2686";"INDUSTRIA/ARTIGIANATO"
"2687";"AGRICOLTURA/PESCA"
"2690";"ALTRO SETTORE-INDUSTRIA/ARTIGIANATO"
"2691";"AGRICOLTURA/PESCA-COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2692";"SERVIZI"
"2693";"SERVIZI"
"2694";"SERVIZI"
"2696";"AGRICOLTURA/PESCA"
"2697";"COMMERCIO-SERVIZI"
"2698";"AGRICOLTURA/PESCA"
"2699";"COMMERCIO-INDUSTRIA/ARTIGIANATO-SERVIZI"
"2701";"COMMERCIO-SERVIZI"
"2702";"COMMERCIO-SERVIZI"
"2703";"TURISMO"
"2705";"COMMERCIO"
"2706";"AGRICOLTURA/PESCA-SERVIZI"
"2708";"AGRICOLTURA/PESCA"
"2709";"AGRICOLTURA/PESCA"
"2712";"SERVIZI"
"2713";"AGRICOLTURA/PESCA"
"2715";"AGRICOLTURA/PESCA"
"2716";"SERVIZI"
"2717";"INDUSTRIA/ARTIGIANATO"
"2718";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2719";"INDUSTRIA/ARTIGIANATO"
"2720";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2721";"INDUSTRIA/ARTIGIANATO"
"2722";"SERVIZI"
"2723";"INDUSTRIA/ARTIGIANATO"
"2725";"INDUSTRIA/ARTIGIANATO"
"2727";"AGRICOLTURA/PESCA"
"2728";"AGRICOLTURA/PESCA-COMMERCIO"
"2729";"INDUSTRIA/ARTIGIANATO"
"2730";"SERVIZI"
"2732";"SERVIZI"
"2734";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO-SERVIZI"
"2735";"AGRICOLTURA/PESCA"
"2738";"INDUSTRIA/ARTIGIANATO"
"2739";"COMMERCIO"
"2742";"AGRICOLTURA/PESCA"
"2743";"COMMERCIO-SERVIZI"
"2744";"AGRICOLTURA/PESCA"
"2745";"AGRICOLTURA/PESCA"
"2746";"AGRICOLTURA/PESCA"
"2747";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2748";"INDUSTRIA/ARTIGIANATO"
"2749";"INDUSTRIA/ARTIGIANATO"
"2750";"COMMERCIO"
"2751";"SERVIZI"
"2753";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2754";"AGRICOLTURA/PESCA"
"2755";"INDUSTRIA/ARTIGIANATO"
"2756";"SERVIZI"
"2757";"SERVIZI"
"2758";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2759";"INDUSTRIA/ARTIGIANATO"
"2765";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2768";"AGRICOLTURA/PESCA"
"2770";"SERVIZI"
"2771";"AGRICOLTURA/PESCA"
"2773";"SERVIZI"
"2774";"SERVIZI"
"2777";"INDUSTRIA/ARTIGIANATO"
"2778";"INDUSTRIA/ARTIGIANATO"
"2779";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2780";"SERVIZI"
"2782";"SERVIZI"
"2783";"AGRICOLTURA/PESCA"
"2784";"SERVIZI"
"2785";"AGRICOLTURA/PESCA"
"2786";"SERVIZI"
"2787";"COMMERCIO"
"2788";"SERVIZI"
"2790";"INDUSTRIA/ARTIGIANATO"
"2791";"COMMERCIO"
"2792";"INDUSTRIA/ARTIGIANATO"
"2794";"AGRICOLTURA/PESCA"
"2796";"SERVIZI"
"2797";"SERVIZI"
"2798";"AGRICOLTURA/PESCA"
"2799";"SERVIZI"
"2800";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2803";"SERVIZI"
"2804";"SERVIZI"
"2805";"AGRICOLTURA/PESCA"
"2806";"SERVIZI"
"2808";"TURISMO"
"2809";"AGRICOLTURA/PESCA"
"2811";"AGRICOLTURA/PESCA"
"2812";"AGRICOLTURA/PESCA"
"2813";"INDUSTRIA/ARTIGIANATO"
"2814";"AGRICOLTURA/PESCA"
"2816";"INDUSTRIA/ARTIGIANATO"
"2817";"SERVIZI"
"2818";"INDUSTRIA/ARTIGIANATO"
"2819";"TURISMO"
"2820";"COMMERCIO-SERVIZI"
"2821";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2822";"INDUSTRIA/ARTIGIANATO"
"2823";"AGRICOLTURA/PESCA"
"2824";"AGRICOLTURA/PESCA"
"2826";"AGRICOLTURA/PESCA"
"2827";"INDUSTRIA/ARTIGIANATO"
"2828";"INDUSTRIA/ARTIGIANATO"
"2829";"AGRICOLTURA/PESCA"
"2831";"AGRICOLTURA/PESCA"
"2832";"SERVIZI"
"2833";"SERVIZI"
"2834";"INDUSTRIA/ARTIGIANATO"
"2835";"SERVIZI"
"2836";"AGRICOLTURA/PESCA"
"2837";"AGRICOLTURA/PESCA"
"2838";"SERVIZI"
"2839";"INDUSTRIA/ARTIGIANATO"
"2841";"COMMERCIO-SERVIZI"
"2843";"INDUSTRIA/ARTIGIANATO"
"2845";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2847";"AGRICOLTURA/PESCA"
"2849";"AGRICOLTURA/PESCA"
"2850";"AGRICOLTURA/PESCA"
"2853";"AGRICOLTURA/PESCA"
"2854";"AGRICOLTURA/PESCA"
"2856";"INDUSTRIA/ARTIGIANATO"
"2857";"SERVIZI"
"2859";"AGRICOLTURA/PESCA-COMMERCIO"
"2860";"INDUSTRIA/ARTIGIANATO"
"2862";"AGRICOLTURA/PESCA"
"2863";"COMMERCIO"
"2864";"COMMERCIO"
"2865";"AGRICOLTURA/PESCA"
"2867";"SERVIZI"
"2868";"SERVIZI"
"2871";"SERVIZI"
"2873";"INDUSTRIA/ARTIGIANATO"
"2874";"AGRICOLTURA/PESCA"
"2875";"SERVIZI"
"2876";"SERVIZI"
"2877";"AGRICOLTURA/PESCA"
"2880";"AGRICOLTURA/PESCA"
"2882";"AGRICOLTURA/PESCA"
"2883";"AGRICOLTURA/PESCA"
"2884";"COMMERCIO"
"2886";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"2887";"SERVIZI"
"2888";"INDUSTRIA/ARTIGIANATO"
"2889";"SERVIZI"
"2890";"AGRICOLTURA/PESCA"
"2891";"SERVIZI"
"2892";"AGRICOLTURA/PESCA"
"2893";"SERVIZI"
"2894";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2897";"INDUSTRIA/ARTIGIANATO"
"2898";"INDUSTRIA/ARTIGIANATO"
"2899";"COMMERCIO-SERVIZI"
"2900";"INDUSTRIA/ARTIGIANATO"
"2903";"COMMERCIO"
"2904";"INDUSTRIA/ARTIGIANATO"
"2905";"SERVIZI"
"2906";"AGRICOLTURA/PESCA"
"2907";"COMMERCIO-SERVIZI"
"2908";"SERVIZI"
"2911";"INDUSTRIA/ARTIGIANATO"
"2914";"COMMERCIO"
"2917";"INDUSTRIA/ARTIGIANATO"
"2918";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"2919";"ALTRO SETTORE-TURISMO"
"2920";"SERVIZI"
"2921";"AGRICOLTURA/PESCA"
"2923";"AGRICOLTURA/PESCA"
"2925";"COMMERCIO"
"2926";"COMMERCIO"
"2930";"AGRICOLTURA/PESCA"
"2931";"AGRICOLTURA/PESCA"
"2932";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"2933";"INDUSTRIA/ARTIGIANATO"
"2936";"COMMERCIO"
"2937";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2938";"AGRICOLTURA/PESCA"
"2940";"INDUSTRIA/ARTIGIANATO"
"2942";"SERVIZI"
"2945";"COMMERCIO-SERVIZI"
"2946";"INDUSTRIA/ARTIGIANATO"
"2952";"SERVIZI"
"2953";"SERVIZI"
"2957";"AGRICOLTURA/PESCA"
"2958";"SERVIZI"
"2959";"AGRICOLTURA/PESCA"
"2960";"SERVIZI"
"2962";"SERVIZI"
"2966";"INDUSTRIA/ARTIGIANATO"
"2970";"AGRICOLTURA/PESCA"
"2971";"AGRICOLTURA/PESCA"
"2972";"AGRICOLTURA/PESCA"
"2976";"SERVIZI"
"2977";"SERVIZI"
"2979";"SERVIZI"
"2980";"AGRICOLTURA/PESCA"
"2981";"AGRICOLTURA/PESCA"
"2982";"SERVIZI"
"2984";"AGRICOLTURA/PESCA"
"2985";"SERVIZI"
"2988";"AGRICOLTURA/PESCA"
"2989";"AGRICOLTURA/PESCA"
"2990";"SERVIZI"
"2991";"COMMERCIO-SERVIZI"
"2994";"SERVIZI"
"2995";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"2996";"AGRICOLTURA/PESCA"
"2997";"SERVIZI"
"2998";"AGRICOLTURA/PESCA"
"3000";"AGRICOLTURA/PESCA"
"3001";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"3003";"AGRICOLTURA/PESCA"
"3004";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3005";"INDUSTRIA/ARTIGIANATO"
"3006";"SERVIZI"
"3007";"SERVIZI"
"3009";"AGRICOLTURA/PESCA"
"3010";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"3011";"SERVIZI"
"3012";"SERVIZI"
"3013";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"3014";"AGRICOLTURA/PESCA"
"3015";"AGRICOLTURA/PESCA"
"3018";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"3019";"COMMERCIO"
"3020";"AGRICOLTURA/PESCA"
"3021";"SERVIZI-TURISMO"
"3023";"AGRICOLTURA/PESCA-COMMERCIO"
"3024";"INDUSTRIA/ARTIGIANATO"
"3025";"SERVIZI"
"3026";"AGRICOLTURA/PESCA"
"3027";"AGRICOLTURA/PESCA"
"3029";"AGRICOLTURA/PESCA"
"3030";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3031";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3032";"SERVIZI"
"3034";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3035";"AGRICOLTURA/PESCA"
"3036";"AGRICOLTURA/PESCA"
"3037";"SERVIZI"
"3038";"COMMERCIO"
"3039";"INDUSTRIA/ARTIGIANATO"
"3040";"INDUSTRIA/ARTIGIANATO"
"3042";"INDUSTRIA/ARTIGIANATO"
"3043";"INDUSTRIA/ARTIGIANATO"
"3046";"AGRICOLTURA/PESCA"
"3048";"SERVIZI"
"3050";"AGRICOLTURA/PESCA"
"3052";"INDUSTRIA/ARTIGIANATO"
"3057";"SERVIZI"
"3059";"AGRICOLTURA/PESCA"
"3060";"SERVIZI"
"3061";"SERVIZI"
"3062";"INDUSTRIA/ARTIGIANATO"
"3063";"AGRICOLTURA/PESCA"
"3064";"SERVIZI"
"3066";"COMMERCIO"
"3068";"AGRICOLTURA/PESCA"
"3069";"ALTRO SETTORE-INDUSTRIA/ARTIGIANATO"
"3070";"AGRICOLTURA/PESCA"
"3072";"AGRICOLTURA/PESCA-COMMERCIO-INDUSTRIA/ARTIGIANATO-SERVIZI"
"3073";"AGRICOLTURA/PESCA"
"3074";"AGRICOLTURA/PESCA"
"3075";"AGRICOLTURA/PESCA"
"3078";"AGRICOLTURA/PESCA"
"3079";"SERVIZI"
"3080";"AGRICOLTURA/PESCA"
"3081";"SERVIZI"
"3082";"INDUSTRIA/ARTIGIANATO"
"3083";"AGRICOLTURA/PESCA"
"3084";"SERVIZI"
"3086";"AGRICOLTURA/PESCA"
"3087";"AGRICOLTURA/PESCA"
"3088";"AGRICOLTURA/PESCA"
"3089";"COMMERCIO"
"3090";"AGRICOLTURA/PESCA"
"3091";"COMMERCIO-SERVIZI"
"3092";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3093";"AGRICOLTURA/PESCA"
"3095";"COMMERCIO-SERVIZI"
"3096";"AGRICOLTURA/PESCA"
"3097";"AGRICOLTURA/PESCA"
"3098";"ALTRO SETTORE-INDUSTRIA/ARTIGIANATO"
"3099";"COMMERCIO-SERVIZI"
"3100";"AGRICOLTURA/PESCA"
"3101";"AGRICOLTURA/PESCA"
"3103";"AGRICOLTURA/PESCA"
"3105";"AGRICOLTURA/PESCA"
"3106";"AGRICOLTURA/PESCA"
"3107";"AGRICOLTURA/PESCA"
"3108";"INDUSTRIA/ARTIGIANATO"
"3109";"AGRICOLTURA/PESCA"
"3110";"AGRICOLTURA/PESCA"
"3113";"AGRICOLTURA/PESCA"
"3114";"SERVIZI"
"3115";"COMMERCIO-SERVIZI"
"3116";"AGRICOLTURA/PESCA"
"3117";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3118";"COMMERCIO"
"3119";"AGRICOLTURA/PESCA"
"3121";"COMMERCIO"
"3122";"SERVIZI"
"3123";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"3125";"SERVIZI"
"3126";"AGRICOLTURA/PESCA"
"3128";"INDUSTRIA/ARTIGIANATO"
"3131";"INDUSTRIA/ARTIGIANATO"
"3132";"INDUSTRIA/ARTIGIANATO"
"3136";"AGRICOLTURA/PESCA"
"3137";"COMMERCIO-SERVIZI"
"3139";"SERVIZI"
"3140";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"3141";"SERVIZI"
"3143";"AGRICOLTURA/PESCA"
"3144";"SERVIZI"
"3145";"SERVIZI"
"3146";"COMMERCIO"
"3148";"SERVIZI"
"3149";"SERVIZI"
"3150";"SERVIZI"
"3152";"AGRICOLTURA/PESCA"
"3153";"COMMERCIO"
"3155";"INDUSTRIA/ARTIGIANATO"
"3156";"SERVIZI"
"3159";"INDUSTRIA/ARTIGIANATO"
"3160";"SERVIZI"
"3161";"SERVIZI"
"3162";"SERVIZI"
"3163";"COMMERCIO"
"3165";"INDUSTRIA/ARTIGIANATO"
"3168";"SERVIZI"
"3170";"AGRICOLTURA/PESCA"
"3172";"SERVIZI"
"3173";"INDUSTRIA/ARTIGIANATO"
"3174";"AGRICOLTURA/PESCA"
"3175";"AGRICOLTURA/PESCA"
"3176";"AGRICOLTURA/PESCA-COMMERCIO-INDUSTRIA/ARTIGIANATO"
"3177";"SERVIZI"
"3178";"AGRICOLTURA/PESCA"
"3180";"AGRICOLTURA/PESCA"
"3181";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3182";"COMMERCIO-SERVIZI"
"3183";"COMMERCIO-SERVIZI"
"3184";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"3185";"COMMERCIO"
"3186";"INDUSTRIA/ARTIGIANATO"
"3188";"INDUSTRIA/ARTIGIANATO"
"3189";"SERVIZI"
"3190";"SERVIZI"
"3191";"SERVIZI"
"3192";"AGRICOLTURA/PESCA"
"3194";"COMMERCIO"
"3195";"INDUSTRIA/ARTIGIANATO"
"3196";"SERVIZI"
"3197";"AGRICOLTURA/PESCA"
"3198";"AGRICOLTURA/PESCA"
"3199";"AGRICOLTURA/PESCA"
"3200";"AGRICOLTURA/PESCA"
"3201";"SERVIZI"
"3202";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3203";"COMMERCIO"
"3204";"COMMERCIO-SERVIZI"
"3205";"COMMERCIO-SERVIZI"
"3206";"INDUSTRIA/ARTIGIANATO"
"3207";"SERVIZI"
"3208";"SERVIZI"
"3209";"SERVIZI"
"3210";"INDUSTRIA/ARTIGIANATO"
"3213";"INDUSTRIA/ARTIGIANATO"
"3214";"AGRICOLTURA/PESCA"
"3215";"SERVIZI"
"3217";"AGRICOLTURA/PESCA"
"3218";"SERVIZI"
"3220";"AGRICOLTURA/PESCA"
"3221";"AGRICOLTURA/PESCA"
"3222";"AGRICOLTURA/PESCA"
"3226";"AGRICOLTURA/PESCA"
"3227";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3228";"SERVIZI"
"3229";"SERVIZI"
"3230";"SERVIZI"
"3231";"INDUSTRIA/ARTIGIANATO"
"3232";"COMMERCIO-SERVIZI"
"3233";"AGRICOLTURA/PESCA"
"3234";"SERVIZI"
"3235";"SERVIZI"
"3236";"COMMERCIO-SERVIZI"
"3238";"SERVIZI"
"3239";"SERVIZI"
"3240";"AGRICOLTURA/PESCA"
"3241";"SERVIZI"
"3242";"AGRICOLTURA/PESCA"
"3243";"SERVIZI"
"3244";"SERVIZI"
"3245";"INDUSTRIA/ARTIGIANATO"
"3247";"AGRICOLTURA/PESCA"
"3249";"SERVIZI"
"3250";"SERVIZI"
"3252";"AGRICOLTURA/PESCA"
"3255";"INDUSTRIA/ARTIGIANATO"
"3256";"AGRICOLTURA/PESCA"
"3257";"AGRICOLTURA/PESCA"
"3258";"AGRICOLTURA/PESCA"
"3259";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"3260";"SERVIZI"
"3261";"INDUSTRIA/ARTIGIANATO"
"3262";"AGRICOLTURA/PESCA"
"3263";"AGRICOLTURA/PESCA"
"3264";"COMMERCIO-SERVIZI"
"3266";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3267";"INDUSTRIA/ARTIGIANATO"
"3268";"AGRICOLTURA/PESCA"
"3269";"COMMERCIO-SERVIZI"
"3270";"AGRICOLTURA/PESCA"
"3271";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"3272";"COMMERCIO-SERVIZI"
"3273";"SERVIZI"
"3275";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"3277";"COMMERCIO-SERVIZI"
"3279";"INDUSTRIA/ARTIGIANATO"
"3280";"AGRICOLTURA/PESCA"
"3282";"INDUSTRIA/ARTIGIANATO-SERVIZI"
